       406 read  addr:8000d97c rdata:80000920 sel:1111  (pc:800063e4 instr:02412683)
       407 read  addr:8000d978 rdata:8000d9c4 sel:1111  (pc:800063e8 instr:02012503)
       408 read  addr:800008a8 rdata:8000089c sel:1111  (pc:800063ec instr:ffc92583)
       409 read  addr:8000092c rdata:800006e0 sel:1111  (pc:800063f0 instr:00c6a683)
       413 read  addr:8000089c rdata:5f6d7361 sel:0001  (pc:800006e8 instr:00058683)
       415 write addr:10000000 wdata:00000061 sel:0001  (pc:800006f4 instr:00d50023)
       419 read  addr:8000089d rdata:5f6d7361 sel:0010  (pc:800006e8 instr:00058683)
       420 write addr:10000000 wdata:00000073 sel:0001  (pc:800006f4 instr:00d50023)
       424 read  addr:8000089e rdata:5f6d7361 sel:0100  (pc:800006e8 instr:00058683)
       425 write addr:10000000 wdata:0000006d sel:0001  (pc:800006f4 instr:00d50023)
       429 read  addr:8000089f rdata:5f6d7361 sel:1000  (pc:800006e8 instr:00058683)
       430 write addr:10000000 wdata:0000005f sel:0001  (pc:800006f4 instr:00d50023)
       434 read  addr:800008a0 rdata:74736574 sel:0001  (pc:800006e8 instr:00058683)
       435 write addr:10000000 wdata:00000074 sel:0001  (pc:800006f4 instr:00d50023)
       439 read  addr:800008a1 rdata:74736574 sel:0010  (pc:800006e8 instr:00058683)
       440 write addr:10000000 wdata:00000065 sel:0001  (pc:800006f4 instr:00d50023)
       444 read  addr:800008a2 rdata:74736574 sel:0100  (pc:800006e8 instr:00058683)
       445 write addr:10000000 wdata:00000073 sel:0001  (pc:800006f4 instr:00d50023)
       449 read  addr:800008a3 rdata:74736574 sel:1000  (pc:800006e8 instr:00058683)
       450 write addr:10000000 wdata:00000074 sel:0001  (pc:800006f4 instr:00d50023)
       454 read  addr:800008a4 rdata:00000a3a sel:0001  (pc:800006e8 instr:00058683)
       455 write addr:10000000 wdata:0000003a sel:0001  (pc:800006f4 instr:00d50023)
       461 read  addr:8000d9bc rdata:800085e0 sel:1111  (pc:800063fc instr:0009a603)
       462 read  addr:8000d9b8 rdata:8000d9b4 sel:1111  (pc:80006400 instr:ffc9a503)
       466 read  addr:8000d9b4 rdata:00000007 sel:1111  (pc:800085e0 instr:00052603)
       477 write addr:8000d954 wdata:8000640c sel:1111  (pc:800083c0 instr:04112e23)
       477 write addr:8000d950 wdata:8000d9c8 sel:1111  (pc:800083c4 instr:04812c23)
       478 write addr:8000d94c wdata:00000001 sel:1111  (pc:800083c8 instr:04912a23)
       479 write addr:8000d948 wdata:800008ac sel:1111  (pc:800083cc instr:05212823)
       480 write addr:8000d944 wdata:8000d9bc sel:1111  (pc:800083d0 instr:05312623)
       481 write addr:8000d940 wdata:00000001 sel:1111  (pc:800083d4 instr:05412423)
       482 write addr:8000d93c wdata:00000000 sel:1111  (pc:800083d8 instr:05512223)
       483 write addr:8000d938 wdata:00000000 sel:1111  (pc:800083dc instr:05612023)
       484 write addr:8000d934 wdata:00000000 sel:1111  (pc:800083e0 instr:03712e23)
       485 write addr:8000d930 wdata:00000000 sel:1111  (pc:800083e4 instr:03812c23)
       486 write addr:8000d92c wdata:00000000 sel:1111  (pc:800083e8 instr:03912a23)
       487 write addr:8000d928 wdata:00000000 sel:1111  (pc:800083ec instr:03a12823)
       503 write addr:8000d927 wdata:37000000 sel:1000  (pc:8000842c instr:00c58023)
       518 write addr:8000d8f4 wdata:800085a8 sel:1111  (pc:800064ac instr:02112623)
       518 write addr:8000d8f0 wdata:8000d960 sel:1111  (pc:800064b0 instr:02812423)
       519 write addr:8000d8ec wdata:00000001 sel:1111  (pc:800064b4 instr:02912223)
       520 write addr:8000d8e8 wdata:00000007 sel:1111  (pc:800064b8 instr:03212023)
       521 write addr:8000d8e4 wdata:8000d9bc sel:1111  (pc:800064bc instr:01312e23)
       522 write addr:8000d8e0 wdata:00000027 sel:1111  (pc:800064c0 instr:01412c23)
       523 write addr:8000d8dc wdata:00000000 sel:1111  (pc:800064c4 instr:01512a23)
       524 write addr:8000d8d8 wdata:00000000 sel:1111  (pc:800064c8 instr:01612823)
       525 write addr:8000d8d4 wdata:00000000 sel:1111  (pc:800064cc instr:01712623)
       526 write addr:8000d8d0 wdata:00000000 sel:1111  (pc:800064d0 instr:01812423)
       527 write addr:8000d8cc wdata:00000000 sel:1111  (pc:800064d4 instr:01912223)
       528 write addr:8000d8c8 wdata:00000000 sel:1111  (pc:800064d8 instr:01a12023)
       536 read  addr:8000d960 rdata:00000000 sel:1111  (pc:800064f4 instr:00042503)
       544 read  addr:8000d968 rdata:00000000 sel:1111  (pc:80006574 instr:00842503)
       554 write addr:8000d8c4 wdata:800065fc sel:1111  (pc:8000686c instr:00112623)
       554 write addr:8000d8c0 wdata:8000d960 sel:1111  (pc:80006870 instr:00812423)
       555 write addr:8000d8bc wdata:00000001 sel:1111  (pc:80006874 instr:00912223)
       556 write addr:8000d8b8 wdata:8000d927 sel:1111  (pc:80006878 instr:01212023)
       565 read  addr:8000d8c4 rdata:800065fc sel:1111  (pc:800068e0 instr:00c12083)
       566 read  addr:8000d8c0 rdata:8000d960 sel:1111  (pc:800068e4 instr:00812403)
       567 read  addr:8000d8bc rdata:00000001 sel:1111  (pc:800068e8 instr:00412483)
       568 read  addr:8000d8b8 rdata:8000d927 sel:1111  (pc:800068ec instr:00012903)
       573 read  addr:8000d97c rdata:80000920 sel:1111  (pc:80006604 instr:01c42583)
       574 read  addr:8000d978 rdata:8000d9c4 sel:1111  (pc:80006608 instr:01842503)
       576 read  addr:8000092c rdata:800006e0 sel:1111  (pc:8000660c instr:00c5a303)
       578 read  addr:8000d8f4 rdata:800085a8 sel:1111  (pc:80006618 instr:02c12083)
       579 read  addr:8000d8f0 rdata:8000d960 sel:1111  (pc:8000661c instr:02812403)
       580 read  addr:8000d8ec rdata:00000001 sel:1111  (pc:80006620 instr:02412483)
       581 read  addr:8000d8e8 rdata:00000007 sel:1111  (pc:80006624 instr:02012903)
       582 read  addr:8000d8e4 rdata:8000d9bc sel:1111  (pc:80006628 instr:01c12983)
       583 read  addr:8000d8e0 rdata:00000027 sel:1111  (pc:8000662c instr:01812a03)
       584 read  addr:8000d8dc rdata:00000000 sel:1111  (pc:80006630 instr:01412a83)
       585 read  addr:8000d8d8 rdata:00000000 sel:1111  (pc:80006634 instr:01012b03)
       586 read  addr:8000d8d4 rdata:00000000 sel:1111  (pc:80006638 instr:00c12b83)
       587 read  addr:8000d8d0 rdata:00000000 sel:1111  (pc:8000663c instr:00812c03)
       588 read  addr:8000d8cc rdata:00000000 sel:1111  (pc:80006640 instr:00412c83)
       589 read  addr:8000d8c8 rdata:00000000 sel:1111  (pc:80006644 instr:00012d03)
       594 read  addr:8000d927 rdata:37000000 sel:1000  (pc:800006e8 instr:00058683)
       596 write addr:10000000 wdata:00000037 sel:0001  (pc:800006f4 instr:00d50023)
       602 read  addr:8000d954 rdata:8000640c sel:1111  (pc:800085a8 instr:05c12083)
       602 read  addr:8000d950 rdata:8000d9c8 sel:1111  (pc:800085ac instr:05812403)
       603 read  addr:8000d94c rdata:00000001 sel:1111  (pc:800085b0 instr:05412483)
       604 read  addr:8000d948 rdata:800008ac sel:1111  (pc:800085b4 instr:05012903)
       605 read  addr:8000d944 rdata:8000d9bc sel:1111  (pc:800085b8 instr:04c12983)
       606 read  addr:8000d940 rdata:00000001 sel:1111  (pc:800085bc instr:04812a03)
       607 read  addr:8000d93c rdata:00000000 sel:1111  (pc:800085c0 instr:04412a83)
       608 read  addr:8000d938 rdata:00000000 sel:1111  (pc:800085c4 instr:04012b03)
       609 read  addr:8000d934 rdata:00000000 sel:1111  (pc:800085c8 instr:03c12b83)
       610 read  addr:8000d930 rdata:00000000 sel:1111  (pc:800085cc instr:03812c03)
       611 read  addr:8000d92c rdata:00000000 sel:1111  (pc:800085d0 instr:03412c83)
       612 read  addr:8000d928 rdata:00000000 sel:1111  (pc:800085d4 instr:03012d03)
       622 read  addr:8000d9cc rdata:00000002 sel:1111  (pc:80006428 instr:00442503)
       624 read  addr:8000d9c8 rdata:800008a8 sel:1111  (pc:80006448 instr:00042583)
       627 read  addr:8000d97c rdata:80000920 sel:1111  (pc:80006458 instr:02412683)
       628 read  addr:8000d978 rdata:8000d9c4 sel:1111  (pc:8000645c instr:02012503)
       629 read  addr:800008b0 rdata:800008a5 sel:1111  (pc:80006460 instr:00062583)
       630 read  addr:800008b4 rdata:00000001 sel:1111  (pc:80006464 instr:00462603)
       631 read  addr:8000092c rdata:800006e0 sel:1111  (pc:80006468 instr:00c6a683)
